Word,Occurrences,TotalSteps,AverageSteps
succeeding,3,3,1.0000
venture,5,5,1.0000
punching,1,1,1.0000
jo),1,2,2.0000
wool,1,1,1.0000
devereux,2,2,1.0000
consents,1,1,1.0000
princess,3,6,2.0000
assumed,7,7,1.0000
darning,2,2,1.0000
yellowish,1,1,1.0000
betsey,1,2,2.0000
fall,28,28,1.0000
waved,15,30,2.0000
unjust,4,12,3.0000
circumstances,5,5,1.0000
wrong,34,34,1.0000
overdoing,1,2,2.0000
secretly,3,9,3.0000
called,86,86,1.0000
barber,1,1,1.0000
porcupine,1,1,1.0000
gasp,2,2,1.0000
hampton,2,4,2.0000
glad,97,97,1.0000
reserved,2,4,2.0000
splitting,2,6,3.0000
dangerously,2,2,1.0000
brief,4,4,1.0000
waves,2,4,2.0000
dumbly,1,1,1.0000
probably,7,14,2.0000
tidings,2,2,1.0000
pipers,1,1,1.0000
understand,33,33,1.0000
alarmingly,2,4,2.0000
curb,1,3,3.0000
metaphysics,2,8,4.0000
fame,6,6,1.0000
posts,1,2,2.0000
hammering,3,3,1.0000
cure,9,9,1.0000
improves,1,2,2.0000
something,177,177,1.0000
talks,8,8,1.0000
reposeful,2,4,2.0000
corner,41,41,1.0000
gate,21,42,2.0000
silvery,5,5,1.0000
thunder,3,6,2.0000
curl,6,18,3.0000
professors,9,36,4.0000
beholders,1,5,5.0000
sharpened,2,2,1.0000
gingolf,1,2,2.0000
uncontrollable,1,1,1.0000
hardened,2,2,1.0000
muttered,13,13,1.0000
improved,14,28,2.0000
introduced,11,11,1.0000
extravagance,2,4,2.0000
eloquence,6,6,1.0000
snub,3,3,1.0000
enlivened,2,4,2.0000
guided,1,3,3.0000
corned,1,1,1.0000
crept,9,9,1.0000
desperation,2,4,2.0000
pieces,3,3,1.0000
fiction,2,2,1.0000
ruche,1,1,1.0000
weds,1,2,2.0000
job,2,6,3.0000
amazement,6,6,1.0000
crimson,5,5,1.0000
merci,1,1,1.0000
curtains,11,11,1.0000
yet),1,2,2.0000
inquired,6,18,3.0000
occasionally,9,36,4.0000
wreck,3,3,1.0000
bull,1,1,1.0000
babydom,1,1,1.0000
absently,5,5,1.0000
incurred,1,2,2.0000
pleases,2,2,1.0000
phalanx,1,1,1.0000
become,16,16,1.0000
refill,1,1,1.0000
grain,2,2,1.0000
yankee,4,8,2.0000
jos,111,111,1.0000
differed,1,1,1.0000
interrigation,1,2,2.0000
mercy,17,17,1.0000
fans,2,4,2.0000
voyage,3,3,1.0000
cuffs,1,2,2.0000
joy,20,20,1.0000
week,43,86,2.0000
vooing,1,3,3.0000
smoother,1,1,1.0000
denied,2,4,2.0000
pleased,21,21,1.0000
outward,2,4,2.0000
obstinate,1,1,1.0000
powdered,3,3,1.0000
bureaus,1,1,1.0000
weep,7,14,2.0000
talking,37,37,1.0000
word,105,210,2.0000
wore,24,24,1.0000
compelled,2,4,2.0000
bight,1,1,1.0000
exiles,2,4,2.0000
calklate,1,1,1.0000
seeable,1,2,2.0000
hayes,3,3,1.0000
tousle,1,2,2.0000
lemonade,6,6,1.0000
entire,8,16,2.0000
quenched,11,33,3.0000
staring,21,21,1.0000
work,153,153,1.0000
ignored,2,2,1.0000
smoothed,9,9,1.0000
worm,1,2,2.0000
precipitating,1,3,3.0000
worn,27,27,1.0000
rebuked,2,4,2.0000
arbor,1,3,3.0000
rolls,2,2,1.0000
bump,1,2,2.0000
yesm,1,3,3.0000
chamberlain,1,1,1.0000
gave,132,132,1.0000
possess,4,4,1.0000
wort,1,2,2.0000
educate,1,1,1.0000
treasures,8,8,1.0000
lustily,1,2,2.0000
houses,6,6,1.0000
feasible,1,2,2.0000
banquet,1,1,1.0000
generous,13,13,1.0000
knocks,2,2,1.0000
distilled,2,2,1.0000
extreme,2,2,1.0000
estate,2,4,2.0000
listening,7,7,1.0000
gulls,2,4,2.0000
festive,5,5,1.0000
portion,2,2,1.0000
dogskin,1,2,2.0000
loverlike,1,3,3.0000
ragamuffin,3,3,1.0000
treasured,2,2,1.0000
threatened,3,3,1.0000
quakey,1,2,2.0000
errands,8,8,1.0000
atoned,1,2,2.0000
sprained,1,1,1.0000
drawers,1,1,1.0000
rosettes,1,1,1.0000
quaker,2,2,1.0000
chastened,1,2,2.0000
signs,10,10,1.0000
centaur,1,2,2.0000
rabbit,1,3,3.0000
horror,2,8,4.0000
parents,9,9,1.0000
dreads,1,2,2.0000
(she,1,1,1.0000
packed,3,6,2.0000
fashioned,14,14,1.0000
lovingest,1,2,2.0000
asunder,2,2,1.0000
cooks,2,2,1.0000
exploding,1,1,1.0000
eighteen,5,5,1.0000
treasuries,1,2,2.0000
rails,1,1,1.0000
wealth,7,7,1.0000
quaked,2,4,2.0000
freak,1,3,3.0000
bootblack,1,4,4.0000
attempting,1,1,1.0000
mountains,3,3,1.0000
absurdities,1,1,1.0000
gathering,5,5,1.0000
knights,4,4,1.0000
flourishes,1,2,2.0000
discharge,1,1,1.0000
finishing,8,8,1.0000
folding,4,8,2.0000
disguise,1,3,3.0000
supper,22,22,1.0000
treacherous,1,2,2.0000
gradually,4,12,3.0000
healthfully,1,1,1.0000
around,6,6,1.0000
gratified,7,14,2.0000
immense,6,6,1.0000
wedding,22,44,2.0000
front,11,11,1.0000
flourished,6,12,2.0000
funeral,6,18,3.0000
hatred,2,2,1.0000
crushed,4,8,2.0000
thursday,5,15,3.0000
veal,1,4,4.0000
joyfully,3,15,5.0000
observation,5,5,1.0000
season,6,6,1.0000
theirselves,1,1,1.0000
even,106,106,1.0000
region,1,1,1.0000
undisguised,2,4,2.0000
exonerate,1,1,1.0000
ever,174,174,1.0000
fare,6,12,2.0000
attracted,4,4,1.0000
hadnt,30,30,1.0000
heated,1,2,2.0000
underside,1,3,3.0000
accordingly,2,8,4.0000
implore,2,2,1.0000
captain,6,6,1.0000
peggy,1,2,2.0000
upsets,1,3,3.0000
fiddle,1,4,4.0000
wrote,25,25,1.0000
stealthy,2,2,1.0000
farm,1,2,2.0000
darned,1,1,1.0000
roamed,4,8,2.0000
clever,8,8,1.0000
denial,4,8,2.0000
doves,2,6,3.0000
cheese,2,8,4.0000
counts,1,1,1.0000
refractory,3,3,1.0000
rained,2,4,2.0000
increased,5,5,1.0000
rains,1,1,1.0000
gallows,1,2,2.0000
acted,6,6,1.0000
contrasted,3,6,2.0000
winked,1,1,1.0000
cheery,9,9,1.0000
calls,20,20,1.0000
rainy,5,10,2.0000
singers,1,1,1.0000
cheers,4,4,1.0000
flattering,3,6,2.0000
perfectly,29,87,3.0000
testiment,2,2,1.0000
grand,23,23,1.0000
meddle,1,1,1.0000
useless,3,3,1.0000
nourish,1,2,2.0000
soldiers,5,5,1.0000
louvre,1,1,1.0000
fast,43,43,1.0000
flag,1,2,2.0000
overshoes,1,3,3.0000
grant,1,4,4.0000
spice,3,3,1.0000
aquatic,1,2,2.0000
hesitate,1,1,1.0000
irritation,1,2,2.0000
point,20,20,1.0000
fitting,4,4,1.0000
flustered,1,1,1.0000
spick,1,2,2.0000
flap,3,3,1.0000
lisbon,1,2,2.0000
leads,2,2,1.0000
freds,1,1,1.0000
flat,10,10,1.0000
fate,12,12,1.0000
niece,2,4,2.0000
abstinence,1,1,1.0000
heels,10,10,1.0000
burn,13,26,2.0000
monaco,1,3,3.0000
curtain,14,14,1.0000
spicy,1,2,2.0000
burr,4,4,1.0000
miser,1,1,1.0000
purposes,2,2,1.0000
merit,2,4,2.0000
pleasanting,1,1,1.0000
freed,2,2,1.0000
walking,17,17,1.0000
interfered,1,1,1.0000
type,1,2,2.0000
astounding,1,1,1.0000
gifest,1,1,1.0000
operas,2,2,1.0000
frettin,1,1,1.0000
testiness,1,2,2.0000
robes,1,1,1.0000
ruthlessly,1,2,2.0000
midgets,1,1,1.0000
questioned,1,2,2.0000
irritating,1,3,3.0000
sweetness,5,5,1.0000
holiday,12,12,1.0000
momentary,5,10,2.0000
bush,2,6,3.0000
character,22,22,1.0000
thrilled,1,1,1.0000
likewise,17,17,1.0000
sepulchral,1,1,1.0000
brooding,1,1,1.0000
breathing,1,2,2.0000
endowed,1,3,3.0000
varied,2,2,1.0000
corinne,1,1,1.0000
gratefully,16,16,1.0000
bust,1,1,1.0000
enveloped,3,6,2.0000
pincushion,1,3,3.0000
browned,1,1,1.0000
fewer,1,2,2.0000
vehicles,1,1,1.0000
showered,1,2,2.0000
locks,3,3,1.0000
attributed,1,2,2.0000
brimmed,1,3,3.0000
busy,58,58,1.0000
spied,1,1,1.0000
flushed,10,10,1.0000
indescribably,1,2,2.0000
well,404,404,1.0000
virtues,9,18,2.0000
acquaintances,3,3,1.0000
extra,4,8,2.0000
brine,1,3,3.0000
possible,20,20,1.0000
pointed,7,14,2.0000
bring,41,41,1.0000
envelopes,1,1,1.0000
invisible,4,8,2.0000
evil,7,7,1.0000
unkindness,1,2,2.0000
attributes,2,2,1.0000
unfolding,3,3,1.0000
strive,1,1,1.0000
toed,1,1,1.0000
emboldened,1,1,1.0000
beatified,1,2,2.0000
sodden,1,3,3.0000
amazed,7,7,1.0000
conducted,2,2,1.0000
monthly,1,2,2.0000
beguile,1,1,1.0000
tempt,2,2,1.0000
disquietude,1,2,2.0000
persuaded,3,3,1.0000
indescribable,5,10,2.0000
briny,1,1,1.0000
frost,1,2,2.0000
possibly,1,1,1.0000
inner,1,1,1.0000
secretary,2,2,1.0000
toes,3,3,1.0000
ungracious,1,1,1.0000
imaginative,1,2,2.0000
fashions,4,4,1.0000
preemptorily,1,1,1.0000
stuffed,3,3,1.0000
horrid,9,9,1.0000
once,137,137,1.0000
oclock,11,22,2.0000
twirling,1,1,1.0000
substantial,1,2,2.0000
husky,1,1,1.0000
encouragement,1,1,1.0000
groped,1,2,2.0000
woods,2,2,1.0000
behaved,11,11,1.0000
froth,1,2,2.0000
superb,1,1,1.0000
aunt,129,129,1.0000
daunts,1,1,1.0000
armed,3,6,2.0000
congratulations,3,9,3.0000
raise,2,2,1.0000
statirical,1,1,1.0000
shearing,1,1,1.0000
gardings,1,1,1.0000
representative,1,2,2.0000
betokening,1,1,1.0000
sharpest,2,4,2.0000
fled,4,4,1.0000
longing,21,21,1.0000
shabbier,1,2,2.0000
searched,1,1,1.0000
conducive,2,2,1.0000
invented,3,3,1.0000
vote,3,3,1.0000
clocks,1,1,1.0000
sumptuously,2,2,1.0000
preach,4,4,1.0000
sadness,1,2,2.0000
craving,1,1,1.0000
despondently,1,1,1.0000
exposed,1,1,1.0000
dwindled,2,2,1.0000
powers,6,6,1.0000
glorified,4,4,1.0000
went,269,269,1.0000
toga,1,1,1.0000
flew,24,24,1.0000
bashfully,2,2,1.0000
accordin,1,1,1.0000
impose,2,4,2.0000
guardians,1,1,1.0000
panniers,1,2,2.0000
equally,3,3,1.0000
laugh,93,93,1.0000
eventful,1,1,1.0000
grasp,3,6,2.0000
newfoundland,1,3,3.0000
leisure,5,5,1.0000
grass,21,21,1.0000
declaration,1,2,2.0000
pardner,1,1,1.0000
breezes,1,2,2.0000
farmhouses,1,1,1.0000
robin,2,2,1.0000
libel,1,1,1.0000
bubchen,1,1,1.0000
faintly,1,1,1.0000
propriety,8,8,1.0000
saloon,4,8,2.0000
successes,3,3,1.0000
incorrigible,3,6,2.0000
autumnal,1,3,3.0000
beanstalk,1,4,4.0000
vortex,2,2,1.0000
fixed,8,8,1.0000
earl,2,2,1.0000
dismayed,2,4,2.0000
glowered,3,3,1.0000
vous,1,2,2.0000
profile,1,3,3.0000
earn,8,8,1.0000
plainly,10,10,1.0000
forgotten,26,26,1.0000
flecked,1,2,2.0000
soap,3,3,1.0000
arches,2,2,1.0000
chapter,53,53,1.0000
ones,48,96,2.0000
ears,10,30,3.0000
soar,1,4,4.0000
gainst,1,1,1.0000
feared,8,8,1.0000
gardiner,7,7,1.0000
veil,7,14,2.0000
reprehensible,3,3,1.0000
meditate,1,1,1.0000
approached,3,3,1.0000
sparrows,1,2,2.0000
soured,1,1,1.0000
omnibus,4,4,1.0000
unreasonable,1,2,2.0000
pursuits,1,3,3.0000
restored,2,2,1.0000
sires,1,2,2.0000
rendered,1,1,1.0000
darling,5,10,2.0000
motto,5,5,1.0000
ease,16,16,1.0000
indifference,4,8,2.0000
brightening,5,5,1.0000
unceremoniously,1,2,2.0000
wept,3,3,1.0000
admiration,13,26,2.0000
blissful,7,21,3.0000
annihilation,1,4,4.0000
cheeks,26,26,1.0000
[the,1,1,1.0000
reproaching,2,4,2.0000
single,11,11,1.0000
amusement,12,12,1.0000
rowed,4,8,2.0000
unconsciously,9,9,1.0000
frown,7,14,2.0000
preachy,1,3,3.0000
forehead,22,22,1.0000
east,3,3,1.0000
sobs,1,2,2.0000
levee,1,3,3.0000
table,96,96,1.0000
toil,2,4,2.0000
admire,14,42,3.0000
returning,9,36,4.0000
uprightly,1,5,5.0000
housemaid,1,1,1.0000
cloak,11,11,1.0000
choking,1,1,1.0000
following,9,18,2.0000
guinea,1,3,3.0000
easy,41,41,1.0000
frizzled,2,4,2.0000
hardening,1,3,3.0000
stampede,1,1,1.0000
pungent,1,2,2.0000
level,2,2,1.0000
dame,1,1,1.0000
shouts,1,1,1.0000
stricken,5,5,1.0000
continually,3,3,1.0000
undine,2,2,1.0000
solitude,3,6,2.0000
damp,4,4,1.0000
koblods,1,2,2.0000
practicability,1,3,3.0000
brisk,6,6,1.0000
tracts,1,2,2.0000
sock,8,8,1.0000
sniffing,1,2,2.0000
grave,23,23,1.0000
shortcomings,1,1,1.0000
grandfather,35,35,1.0000
eats,2,2,1.0000
cage,5,5,1.0000
station,2,4,2.0000
glow,7,7,1.0000
favor,16,16,1.0000
chuckling,1,2,2.0000
creaked,1,1,1.0000
outgrow,1,2,2.0000
were,519,519,1.0000
alarm,2,4,2.0000
blower,1,3,3.0000
cloudless,2,2,1.0000
imitate,5,5,1.0000
source,1,1,1.0000
flinging,1,1,1.0000
praising,1,1,1.0000
hiccough,1,1,1.0000
expecting,3,3,1.0000
fuzzy,1,1,1.0000
chagrin,1,1,1.0000
beanstalks,1,2,2.0000
outspread,1,1,1.0000
unsentimental,1,2,2.0000
avenue,1,1,1.0000
returns,1,1,1.0000
sealing,3,3,1.0000
moneybags,1,2,2.0000
capital,18,18,1.0000
described,2,2,1.0000
failing,4,4,1.0000
prompt,1,2,2.0000
magic,7,7,1.0000
lullabies,3,6,2.0000
clock,9,9,1.0000
literature,6,6,1.0000
blunder,3,3,1.0000
shipping,1,2,2.0000
winking,3,3,1.0000
heartiest,2,4,2.0000
buzz,2,6,3.0000
dolce,2,8,4.0000
shrubbery,2,2,1.0000
diplomatic,1,2,2.0000
cabins,1,1,1.0000
objective,1,1,1.0000
glance,23,23,1.0000
west,3,3,1.0000
defiantly,2,2,1.0000
pestle,1,1,1.0000
matrons,3,3,1.0000
affects,1,2,2.0000
told,126,126,1.0000
actor,1,1,1.0000
vigil,1,1,1.0000
bustled,2,4,2.0000
birds,13,13,1.0000
imagination,2,4,2.0000
surprised,26,26,1.0000
breadth,3,3,1.0000
rehearse,2,2,1.0000
innocent,17,17,1.0000
combed,1,1,1.0000
disappointment,9,9,1.0000
before,212,424,2.0000
merry,24,72,3.0000
prairies,1,4,4.0000
giants,1,1,1.0000
relative,1,1,1.0000
restraint,1,2,2.0000
depict,1,1,1.0000
baby,29,29,1.0000
lifted,15,30,2.0000
sofa,40,40,1.0000
sufferers,1,1,1.0000
surprises,1,1,1.0000
humility,4,4,1.0000
reigned,3,3,1.0000
reserve,2,4,2.0000
infirm,1,1,1.0000
circulating,1,1,1.0000
string,7,14,2.0000
blankets,2,2,1.0000
tomb,4,8,2.0000
brewing,2,6,3.0000
flames,2,8,4.0000
idiots,1,5,5.0000
bach,1,1,1.0000
evergreen,2,2,1.0000
raphaella,1,1,1.0000
back,134,134,1.0000
besides,7,14,2.0000
attraction,3,9,3.0000
society,35,35,1.0000
soft,24,24,1.0000
forward,11,11,1.0000
profound,1,2,2.0000
forgivable,1,3,3.0000
vividly,2,8,4.0000
aspirations,1,5,5.0000
disposing,1,1,1.0000
saints,2,2,1.0000
uninteresting,3,3,1.0000
toms,1,2,2.0000
smilingly,1,1,1.0000
marcies,2,4,2.0000
bosom,8,8,1.0000
vent,6,6,1.0000
aspiring,2,4,2.0000
astonishment,1,3,3.0000
bryants,2,8,4.0000
student,1,5,5.0000
entertain,4,4,1.0000
annoyed,2,4,2.0000
overcome,9,9,1.0000
canary,1,2,2.0000
contentment,2,2,1.0000
administers,1,1,1.0000
hussy,1,1,1.0000
kindest,3,3,1.0000
accomplishment,2,2,1.0000
bade,8,8,1.0000
ridden,1,2,2.0000
fortified,2,6,3.0000
servant,15,15,1.0000
carelessness,1,2,2.0000
climbers,1,3,3.0000
tone,79,79,1.0000
tear,10,20,2.0000
obstinacy,3,9,3.0000
concocted,1,4,4.0000
alphabet,1,1,1.0000
affected,12,12,1.0000
cake,12,12,1.0000
animals,2,2,1.0000
werent,3,6,2.0000
fullest,3,9,3.0000
walks,7,7,1.0000
willful,2,2,1.0000
parisian,1,2,2.0000
weve,9,9,1.0000
enthusiasm,9,18,2.0000
hercules,1,3,3.0000
road,9,9,1.0000
dare,35,70,2.0000
drowsy,1,1,1.0000
enthusiast,1,2,2.0000
balance,1,3,3.0000
untouched,1,1,1.0000
dark,29,29,1.0000
exclamations,1,2,2.0000
hamper,1,1,1.0000
relapses,1,2,2.0000
roam,2,2,1.0000
horrors,1,2,2.0000
rival,3,3,1.0000
patiently,9,9,1.0000
roar,2,4,2.0000
philosophers,1,3,3.0000
dart,1,1,1.0000
perch,6,6,1.0000
matters,6,12,2.0000
ignominiously,1,1,1.0000
conspirators,1,1,1.0000
took,166,166,1.0000
couldnt,91,182,2.0000
aversion,4,12,3.0000
encouraged,1,4,4.0000
calf,1,1,1.0000
settling,6,12,2.0000
tool,1,3,3.0000
fiddled,1,4,4.0000
walls,10,10,1.0000
funnel,1,1,1.0000
innocently,3,3,1.0000
visions,6,12,2.0000
winds,4,12,3.0000
only,295,295,1.0000
pulled,12,24,2.0000
standing,15,45,3.0000
dawdle,4,4,1.0000
helpfulness,1,2,2.0000
call,63,63,1.0000
anymore,2,2,1.0000
calm,19,38,2.0000
robe,2,2,1.0000
noiselessly,6,12,2.0000
softness,1,1,1.0000
pensez,1,2,2.0000
selfish,23,23,1.0000
dash,3,6,2.0000
percy,1,1,1.0000
singer,2,2,1.0000
knowst,1,2,2.0000
vulgar,3,3,1.0000
bachelors,1,2,2.0000
mediterranean,1,1,1.0000
postscripts,1,1,1.0000
whither,3,3,1.0000
swung,5,5,1.0000
allen,1,2,2.0000
strolled,12,12,1.0000
strike,2,2,1.0000
robs,2,4,2.0000
eight,9,9,1.0000
unmanagable,1,2,2.0000
removed,3,3,1.0000
seeing,30,30,1.0000
eagles,1,2,2.0000
sincerest,2,2,1.0000
masquerade,3,6,2.0000
nowadays,3,9,3.0000
came,271,271,1.0000
statuary,1,1,1.0000
concoction,1,2,2.0000
erste,1,3,3.0000
refreshing,7,7,1.0000
indian,3,6,2.0000
appetite,4,4,1.0000
autumn,5,10,2.0000
frere,1,1,1.0000
tops,2,2,1.0000
cheops,1,2,2.0000
armor,2,2,1.0000
jewels,2,2,1.0000
ventures,1,2,2.0000
preventive,1,3,3.0000
forcibly,1,4,4.0000
winey,1,5,5.0000
camp,8,8,1.0000
surprisin,1,2,2.0000
defects,1,1,1.0000
luxury,11,11,1.0000
learn,45,45,1.0000
rock,1,1,1.0000
final,3,3,1.0000
briton,1,2,2.0000
ups,1,1,1.0000
girlhood,1,2,2.0000
attended,1,1,1.0000
frankness,5,10,2.0000
injustice,2,2,1.0000
flos,2,4,2.0000
dats,1,1,1.0000
inventor,1,1,1.0000
flow,3,3,1.0000
objected,3,6,2.0000
ventured,1,1,1.0000
verb,1,2,2.0000
strength,14,14,1.0000
vere,1,1,1.0000
cane,4,4,1.0000
coveted,5,5,1.0000
balustrade,2,2,1.0000
bags,5,5,1.0000
concocting,1,1,1.0000
fresh,30,30,1.0000
rode,6,12,2.0000
spire,1,1,1.0000
began,153,153,1.0000
italians,2,2,1.0000
cant,187,187,1.0000
description,4,8,2.0000
prospect,15,45,3.0000
market,4,16,4.0000
smiles,6,6,1.0000
mantlepiece,3,6,2.0000
very,492,492,1.0000
agreeable,22,44,2.0000
develops,1,3,3.0000
blandly,3,12,4.0000
darlings,2,2,1.0000
bedside,3,6,2.0000
least,30,30,1.0000
condescended,2,4,2.0000
preparing,9,9,1.0000
reverie,3,6,2.0000
should,192,192,1.0000
keg,1,2,2.0000
gabble,1,3,3.0000
tore,5,5,1.0000
horns,1,1,1.0000
testing,1,2,2.0000
flashed,3,3,1.0000
tempted,6,12,2.0000
softened,6,6,1.0000
meditative,3,6,2.0000
prophetic,1,3,3.0000
marked,7,7,1.0000
smiled,48,96,2.0000
lakes,2,6,3.0000
imperceptibly,1,1,1.0000
desire,17,17,1.0000
mists,1,2,2.0000
objection,4,4,1.0000
torn,6,12,2.0000
direct,1,3,3.0000
wings,4,4,1.0000
agreeably,1,1,1.0000
chaotic,3,3,1.0000
pallor,1,1,1.0000
pegged,1,2,2.0000
clattering,1,1,1.0000
nurse,10,20,2.0000
fools,2,6,3.0000
immortal,4,16,4.0000
corners,6,6,1.0000
key,10,10,1.0000
blunderbuss,1,2,2.0000
forgiveness,1,3,3.0000
vest,2,2,1.0000
discuss,1,2,2.0000
urn,2,2,1.0000
disillusioned,1,1,1.0000
coated,1,2,2.0000
devonshire,1,1,1.0000
sold,5,5,1.0000
piccadilly,1,2,2.0000
soupcon,1,1,1.0000
joked,1,2,2.0000
absurdity,1,1,1.0000
presents,10,10,1.0000
mantua,1,1,1.0000
reproached,2,2,1.0000
river,29,29,1.0000
building,2,4,2.0000
sniff,6,6,1.0000
retainer,1,2,2.0000
rampantly,2,6,3.0000
laertes,1,1,1.0000
travelled,1,1,1.0000
manners,28,28,1.0000
fashionable,18,36,2.0000
bearing,8,24,3.0000
jokes,4,4,1.0000
relation,3,6,2.0000
use,55,55,1.0000
beheld,4,4,1.0000
inspired,4,4,1.0000
reproaches,1,2,2.0000
toss,4,4,1.0000
warning,8,8,1.0000
driven,3,6,2.0000
spite,79,79,1.0000
objecting,1,2,2.0000
aristocratic,10,10,1.0000
jealousy,1,2,2.0000
shocked,2,2,1.0000
caps,3,6,2.0000
yelped,1,3,3.0000
impartial,1,1,1.0000
some,267,267,1.0000
dawn,4,8,2.0000
odds,2,6,3.0000
kennst,1,1,1.0000
wasted,7,7,1.0000
aforesaid,2,4,2.0000
attractive,10,10,1.0000
arranging,2,4,2.0000
falls,4,4,1.0000
inspirer,1,2,2.0000
devoted,26,26,1.0000
efforts,20,40,2.0000
finds,6,6,1.0000
solemn,8,16,2.0000
prominent,2,6,3.0000
spits,1,1,1.0000
birthday,5,5,1.0000
elle,1,1,1.0000
applause,4,4,1.0000
knives,1,1,1.0000
forbearance,1,1,1.0000
outgrew,1,1,1.0000
discontented,6,6,1.0000
leave,66,66,1.0000
nimble,1,2,2.0000
standish,2,2,1.0000
consuls,1,1,1.0000
consult,3,3,1.0000
seal,4,4,1.0000
childlike,1,2,2.0000
declined,3,3,1.0000
coddling,1,2,2.0000
seam,1,3,3.0000
reception,6,6,1.0000
period,4,8,2.0000
scraped,1,1,1.0000
satisfy,12,12,1.0000
cookery,1,1,1.0000
seat,25,25,1.0000
song,16,32,2.0000
flints,1,1,1.0000
barricading,1,2,2.0000
theirs,4,4,1.0000
confidences,3,6,2.0000
dolls,13,13,1.0000
morals,3,6,2.0000
destitute,2,2,1.0000
threaded,1,2,2.0000
strife,1,3,3.0000
unshelled,1,1,1.0000
coventrys,1,1,1.0000
flirted,5,5,1.0000
consume,1,2,2.0000
dolly,1,1,1.0000
irritable,2,4,2.0000
scrapes,5,5,1.0000
card,4,4,1.0000
care,125,125,1.0000
chanted,1,2,2.0000
sons,2,6,3.0000
ashore,1,1,1.0000
luxuries,1,1,1.0000
beethoven,1,1,1.0000
india,3,3,1.0000
tour,5,5,1.0000
philandering,3,3,1.0000
pocket,27,27,1.0000
otherwise,5,5,1.0000
preachment,1,1,1.0000
lowering,1,2,2.0000
cart,1,1,1.0000
collar,4,4,1.0000
awaiting,1,1,1.0000
currant,2,2,1.0000
days,52,52,1.0000
bald,2,4,2.0000
clean,2,2,1.0000
observations,1,2,2.0000
ducking,1,3,3.0000
romeo,1,1,1.0000
soon,121,121,1.0000
notebook,1,2,2.0000
kirkes,2,6,3.0000
clear,9,9,1.0000
ball,24,24,1.0000
fortune,23,46,2.0000
superstition,1,3,3.0000
case,8,8,1.0000
balm,3,6,2.0000
disappointments,1,1,1.0000
cash,1,1,1.0000
curled,1,1,1.0000
cask,1,1,1.0000
sech,1,1,1.0000
daily,23,23,1.0000
horse,19,19,1.0000
daunted,3,6,2.0000
lamented,2,2,1.0000
cast,14,14,1.0000
temptingly,1,2,2.0000
magnifique,1,1,1.0000
sundry,4,4,1.0000
gained,1,1,1.0000
motley,1,2,2.0000
sect,1,1,1.0000
impertinence,1,1,1.0000
sincerely,6,6,1.0000
clap,1,1,1.0000
shrugged,1,1,1.0000
correctly,2,4,2.0000
onto,9,9,1.0000
ducks,1,2,2.0000
chimneys,1,3,3.0000
assuring,1,1,1.0000
yawning,2,2,1.0000
salvation,1,2,2.0000
begone,1,1,1.0000
restante,1,2,2.0000
claw,1,1,1.0000
snowdrops,1,2,2.0000
topic,2,6,3.0000
broadcast,1,4,4.0000
limbs,4,4,1.0000
clay,4,8,2.0000
town,4,4,1.0000
talent,19,19,1.0000
predicament,1,2,2.0000
sentinel,1,3,3.0000
lighted,5,5,1.0000
strict,2,2,1.0000
administered,3,6,2.0000
waltz,1,1,1.0000
bonnivard,1,1,1.0000
trusting,1,1,1.0000
broken,28,28,1.0000
cathedral,1,1,1.0000
cats,12,12,1.0000
bountiful,1,1,1.0000
lighten,1,1,1.0000
affably,2,2,1.0000
march,292,292,1.0000
scattered,9,18,2.0000
staels,1,1,1.0000
making,57,57,1.0000
band,7,14,2.0000
phrases,5,5,1.0000
stoutly,6,12,2.0000
bang,3,3,1.0000
compromised,1,1,1.0000
bank,6,6,1.0000
protests,1,2,2.0000
stormily,1,1,1.0000
deserve,11,11,1.0000
mourned,1,2,2.0000
circulated,2,2,1.0000
fiddlesticks,1,1,1.0000
seed,2,4,2.0000
primroses,1,1,1.0000
seventy,3,6,2.0000
forming,3,9,3.0000
envied,1,1,1.0000
christened,2,4,2.0000
affable,2,6,3.0000
ruddy,4,4,1.0000
femme,1,2,2.0000
irrepressible,5,5,1.0000
struggled,2,4,2.0000
consider,6,18,3.0000
seek,1,1,1.0000
splash,4,4,1.0000
praises,2,4,2.0000
seem,50,50,1.0000
seen,55,55,1.0000
twitted,1,2,2.0000
mourner,1,1,1.0000
sweets,1,1,1.0000
surely,6,6,1.0000
sore,6,6,1.0000
sees,9,9,1.0000
biddies,1,2,2.0000
tell,218,218,1.0000
ferdinand,2,4,2.0000
caresses,1,3,3.0000
infallible,1,1,1.0000
traces,2,4,2.0000
meditation,2,6,3.0000
watching,22,22,1.0000
masked,2,2,1.0000
wooing,4,8,2.0000
dozens,2,6,3.0000
undisturbed,1,4,4.0000
struggles,3,3,1.0000
praised,6,6,1.0000
canvas,1,2,2.0000
stuck,9,9,1.0000
cave,3,3,1.0000
alighting,1,2,2.0000
impetuous,3,9,3.0000
significance,2,8,4.0000
keeps,14,14,1.0000
sort,70,140,2.0000
fineness,1,1,1.0000
caressed,5,5,1.0000
disapprove,1,1,1.0000
youngest,2,2,1.0000
tarantella,1,2,2.0000
naughtiest,1,3,3.0000
surrounds,1,1,1.0000
teddyism,1,2,2.0000
toys,1,3,3.0000
testify,1,1,1.0000
parcel,6,6,1.0000
hospitals,2,4,2.0000
decorous,3,3,1.0000
astray,1,2,2.0000
